experiment_id,match,gap,egap,algo,init_method,dataset,scene,image_filename,image_filename,img_res,preprocessing_method,kernel_size,kernel_spec,are_occlusions_errors,abs_error,mse,avg,eucledian,bad1,bad2,bad4,bad8,runtime
bm_10_3x1,10,-20,-1,components.matchers.NumbaPatchMatcher,maclean_et_al,Middlebury_2014,Piano,\benchmarking\MiddEval\MiddEval3\trainingQ\Piano\disp0bm_10_3x1.png,,707x481,None,3x1,None,FALSE,1649543.384,100.0990676,5.125129356,5676.027246,0.594698217,0.441532496,0.304871153,0.192705388,59.60161591
bm_10_3x1,10,-20,-1,components.matchers.NumbaPatchMatcher,maclean_et_al,Middlebury_2014,Pipes,\benchmarking\MiddEval\MiddEval3\trainingQ\Pipes\disp0bm_10_3x1.png,,735x485,None,3x1,None,FALSE,3385965.961,328.6571775,9.845156638,10631.67126,0.581893569,0.436468153,0.365626508,0.302929153,60.05444336
bm_10_3x1,10,-20,-1,components.matchers.NumbaPatchMatcher,maclean_et_al,Middlebury_2014,Playroom,\benchmarking\MiddEval\MiddEval3\trainingQ\Playroom\disp0bm_10_3x1.png,,699x476,None,3x1,None,FALSE,5300881.934,785.0451152,16.84274019,15718.64113,0.745310236,0.616370326,0.502719809,0.433504486,57.5715692
bm_10_3x1,10,-20,-1,components.matchers.NumbaPatchMatcher,maclean_et_al,Middlebury_2014,PlaytableP,\benchmarking\MiddEval\MiddEval3\trainingQ\PlaytableP\disp0bm_10_3x1.png,,681x462,None,3x1,None,FALSE,1887299.02,154.6955826,6.16454144,6881.908994,0.571101472,0.415464113,0.30737472,0.19731573,55.11257792
bm_10_3x1,10,-20,-1,components.matchers.NumbaPatchMatcher,maclean_et_al,Middlebury_2014,Playtable,\benchmarking\MiddEval\MiddEval3\trainingQ\Playtable\disp0bm_10_3x1.png,,680x463,None,3x1,None,FALSE,2094773.217,171.1497916,6.836838777,7241.508158,0.614030908,0.471887596,0.357623329,0.230366031,55.26421666
bm_10_3x1,10,-20,-1,components.matchers.NumbaPatchMatcher,maclean_et_al,Middlebury_2014,Recycle,\benchmarking\MiddEval\MiddEval3\trainingQ\Recycle\disp0bm_10_3x1.png,,720x486,None,3x1,None,FALSE,1243346.717,51.28571341,3.613676164,4200.681082,0.51393188,0.351972145,0.230193538,0.143280233,59.06907821
bm_10_3x1,10,-20,-1,components.matchers.NumbaPatchMatcher,maclean_et_al,Middlebury_2014,Shelves,\benchmarking\MiddEval\MiddEval3\trainingQ\Shelves\disp0bm_10_3x1.png,,738x497,None,3x1,None,FALSE,1992506.431,108.6931472,6.056894901,5979.652262,0.654279331,0.493833691,0.361816607,0.247184351,62.3258388
bm_10_3x1,10,-20,-1,components.matchers.NumbaPatchMatcher,maclean_et_al,Middlebury_2014,Teddy,\benchmarking\MiddEval\MiddEval3\trainingQ\Teddy\disp0bm_10_3x1.png,,450x375,None,3x1,None,FALSE,772697.25,126.7950479,4.68835552,4571.361442,0.406420649,0.219334757,0.161110841,0.131440672,34.61839437
bm_10_3x1,10,-20,-1,components.matchers.NumbaPatchMatcher,maclean_et_al,Middlebury_2014,Vintage,\benchmarking\MiddEval\MiddEval3\trainingQ\Vintage\disp0bm_10_3x1.png,,722x480,None,3x1,None,FALSE,4845002.458,768.285279,14.32419815,16120.29914,0.796738401,0.672769846,0.525510068,0.378817936,59.72304559
bm_10_3x3,10,-20,-1,components.matchers.NumbaPatchMatcher,maclean_et_al,Middlebury_2014,Adirondack,\benchmarking\MiddEval\MiddEval3\trainingQ\Adirondack\disp0bm_10_3x3.png,,718x496,None,3x3,None,FALSE,3396995.614,303.1675971,9.571212545,10373.0245,0.587006013,0.488188821,0.398745626,0.34018562,59.9057622
